Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.010,581.669,57.287,30.457,90.632,17.333
10.02,133,22.433,555.639,36.494,5.290,89.629,20.924
20.02,133,20.109,983.903,35.611,12.016,78.680,15.014
30.00,125,21.117,880.496,43.229,8.675,126.441,23.394
40.02,120,21.891,408.726,51.356,23.417,118.265,19.638
50.02,115,18.451,846.074,40.945,13.076,81.427,16.562
60.02,115,24.428,596.774,82.974,17.266,199.544,41.112
70.02,114,25.145,441.339,96.399,30.690,226.722,40.211
80.02,114,22.106,526.305,51.224,17.770,112.573,22.299
90.02,114,20.617,277.807,43.057,10.695,111.266,19.858
100.02,114,24.301,680.857,54.907,14.384,131.404,26.160
110.02,114,24.472,918.402,46.935,13.887,97.112,19.049
120.02,114,24.353,1046.795,71.691,14.260,180.440,34.938
130.02,114,20.679,693.303,65.346,18.510,148.221,33.541
140.02,114,25.717,860.630,48.451,17.390,99.449,20.240
150.02,114,22.071,286.415,55.818,14.496,133.127,25.919
160.01,114,24.710,559.592,83.328,8.879,218.244,45.383
170.02,113,24.422,360.771,51.214,17.310,104.177,23.095
180.01,113,23.791,377.941,54.158,16.987,121.175,24.469
