Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,43.550,508.289,50.171,27.140,76.261,16.821
10.00,150,13.174,522.146,24.168,7.173,51.801,12.947
20.02,150,15.022,766.464,27.795,5.663,63.044,15.449
30.00,150,16.445,595.594,38.867,7.855,94.671,22.076
40.02,150,11.745,555.824,40.567,15.533,94.094,19.196
50.02,150,17.779,677.587,49.364,9.332,136.178,27.465
60.02,150,15.866,869.573,56.252,3.381,133.194,33.623
70.02,150,14.887,749.210,37.357,9.367,101.233,22.493
80.02,150,18.118,695.969,48.979,10.019,132.281,29.299
90.02,150,17.141,968.141,70.170,9.161,187.172,42.268
100.02,150,13.463,1050.428,48.103,11.272,125.906,26.621
110.02,150,19.264,741.134,57.581,13.843,149.505,32.346
120.02,150,17.920,730.043,79.905,3.841,240.069,53.795
130.02,148,15.642,677.838,47.689,6.669,125.397,27.460
140.02,148,13.672,764.629,56.851,9.531,142.878,32.635
150.02,148,18.941,649.867,52.361,11.348,127.403,29.206
160.02,148,13.832,644.609,58.461,11.730,154.897,32.515
170.02,148,18.747,440.884,52.036,8.837,139.831,29.689
180.02,148,15.491,671.624,63.124,7.921,168.961,38.182
