Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.696,614.233,45.553,30.955,65.052,10.883
10.00,150,16.724,721.268,57.883,19.066,130.535,26.127
20.02,150,16.626,633.451,49.128,14.064,109.524,23.824
30.00,150,20.341,678.941,62.999,11.741,165.684,30.843
40.02,150,21.414,722.597,59.103,14.141,148.124,31.313
50.02,150,22.760,730.636,51.673,17.966,105.889,23.302
60.02,150,21.363,490.204,79.353,10.629,210.362,42.399
70.02,150,20.511,547.114,101.280,7.931,284.427,57.474
80.02,150,21.371,895.276,86.392,15.456,209.082,44.703
90.02,150,23.142,1077.364,62.230,22.248,127.527,25.620
100.02,150,20.534,1078.094,45.362,10.396,112.732,20.907
110.02,150,16.245,278.961,62.885,19.597,145.329,25.289
120.02,150,20.275,789.998,58.053,13.602,131.090,27.822
130.02,150,23.804,661.357,63.302,14.627,162.806,30.939
140.00,150,20.328,513.779,101.560,10.032,280.362,51.827
150.02,150,19.714,317.233,69.015,24.692,152.906,26.428
160.02,150,24.672,454.066,69.401,12.311,171.788,35.720
170.02,150,26.333,794.637,122.439,10.113,330.822,69.662
180.02,150,25.357,368.270,58.976,16.229,143.893,27.663
