Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.849,586.577,51.432,32.150,72.043,13.013
10.00,132,26.709,572.561,52.397,18.639,106.560,23.257
20.00,129,25.956,489.023,62.761,22.360,123.470,28.045
30.02,129,32.005,579.930,48.274,23.300,90.403,18.241
40.01,129,30.654,617.028,54.031,19.137,112.540,23.187
50.02,129,27.740,568.729,47.490,21.176,90.599,18.918
60.00,129,30.000,545.728,51.159,14.280,106.660,24.087
70.00,113,30.470,530.142,44.820,19.330,89.270,17.936
80.00,112,26.156,629.930,52.043,17.248,110.439,24.047
90.00,106,30.071,668.770,50.791,22.921,93.566,21.558
100.02,106,29.573,643.536,62.135,22.832,136.966,27.697
110.00,105,31.561,488.584,57.750,23.023,112.796,26.580
120.02,105,33.146,561.317,57.557,23.859,108.740,24.560
130.02,105,29.885,577.650,50.295,19.185,99.522,23.326
140.02,105,27.238,652.820,46.080,22.718,83.738,17.049
150.02,101,30.004,442.622,63.156,20.393,130.196,30.345
160.02,101,34.223,715.821,47.903,23.192,86.253,17.674
170.02,101,28.803,623.324,52.650,20.877,104.940,21.600
180.02,101,32.072,577.222,52.785,20.909,112.014,23.148
