Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.695,583.348,43.382,27.764,59.714,10.694
10.00,139,18.056,771.938,45.572,12.689,134.661,25.463
20.00,87,29.512,410.520,38.941,11.787,88.766,16.835
30.00,87,29.979,379.177,47.935,14.433,101.532,21.840
40.02,87,24.801,392.271,53.941,23.987,113.002,20.099
50.02,87,25.891,653.172,63.877,20.168,139.281,28.949
60.00,87,20.829,1099.176,48.274,17.087,95.213,19.920
70.02,87,22.493,1179.781,57.739,16.273,122.647,25.650
80.02,87,26.103,505.393,45.004,14.799,100.270,20.548
90.02,87,29.939,577.494,43.796,14.372,88.817,18.433
100.00,87,25.190,605.320,50.678,20.466,105.139,20.813
110.02,87,22.128,589.655,51.753,18.471,118.897,20.167
120.00,87,32.661,430.527,59.142,16.719,137.168,29.424
130.02,87,24.019,480.666,56.939,20.339,122.431,24.263
140.01,86,26.454,604.233,66.907,18.040,162.332,34.997
150.00,86,21.886,386.594,77.637,13.202,213.091,46.362
160.02,86,25.778,554.297,69.373,19.390,164.084,33.281
170.00,86,20.345,644.792,42.575,14.510,87.706,16.956
180.02,84,21.340,586.384,50.085,16.500,107.497,21.996
