Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.173,634.427,57.063,33.233,90.135,18.310
10.02,150,24.722,683.701,77.093,14.905,200.226,40.062
20.02,150,20.450,731.784,65.384,13.180,174.392,33.121
30.00,150,24.805,547.018,84.564,18.068,223.229,37.178
40.00,150,27.831,668.065,93.347,26.069,266.204,45.167
50.02,150,22.788,928.596,77.970,14.720,188.618,38.510
60.02,150,25.920,613.992,49.327,19.148,110.251,19.739
70.02,150,23.096,441.783,81.314,12.129,209.161,43.011
80.02,150,21.114,841.622,52.850,13.006,125.913,25.770
90.00,150,20.694,441.853,70.783,21.681,155.071,32.137
100.02,150,23.906,664.621,80.706,16.416,210.987,44.542
110.02,150,22.620,687.940,59.968,17.160,136.624,27.957
120.02,150,21.346,793.251,66.172,14.807,177.491,36.663
130.02,150,22.035,677.090,63.892,14.131,155.960,28.542
140.02,150,23.283,295.580,85.768,18.001,257.627,47.880
150.02,150,19.957,1108.938,66.368,10.999,166.058,34.200
160.02,150,29.565,358.726,156.992,12.676,447.753,99.995
170.02,150,21.800,359.983,66.646,17.368,175.155,31.935
180.02,150,23.257,1104.177,121.958,10.544,345.386,73.083
