Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.021,480.286,52.498,33.549,73.576,13.806
10.00,150,22.702,614.133,51.477,15.762,122.221,26.393
20.00,150,21.692,399.784,70.738,24.854,174.999,32.987
30.00,150,20.710,334.988,70.132,13.005,179.484,36.209
40.02,150,20.556,758.842,61.207,16.357,148.149,28.736
50.02,150,21.804,592.721,45.712,16.033,95.428,19.439
60.02,150,20.365,606.517,56.722,15.053,130.533,26.167
70.02,150,19.381,310.782,85.735,8.971,242.290,45.341
80.02,150,24.171,453.057,114.881,32.827,303.556,53.772
90.00,150,21.334,401.092,99.840,33.787,244.132,38.662
100.02,150,28.710,486.204,108.503,14.356,278.560,53.517
110.02,150,17.972,702.597,63.494,11.324,170.839,33.238
120.02,150,22.080,980.859,51.319,17.973,111.129,20.085
130.02,150,17.550,936.466,44.010,16.778,84.586,17.026
140.02,150,17.839,264.634,77.956,19.907,184.361,42.430
150.02,150,24.118,573.134,98.050,11.350,242.841,52.613
160.02,150,21.866,576.897,66.392,19.205,173.671,30.145
170.02,150,18.930,691.759,64.930,13.541,151.106,33.727
180.02,150,20.010,668.159,43.060,16.061,98.588,17.120
