Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.497,613.440,46.251,29.629,68.984,12.732
10.02,141,27.108,539.175,43.004,18.199,81.229,17.842
20.00,125,29.582,590.150,55.674,18.666,112.808,25.039
30.00,109,32.664,626.581,49.616,21.768,97.430,19.411
40.02,105,26.815,546.452,38.729,15.887,82.280,15.827
50.00,71,26.550,646.674,40.371,20.964,72.195,14.836
60.00,62,37.090,647.590,47.403,16.941,94.102,21.675
70.00,55,47.902,559.677,39.469,27.089,58.334,9.691
80.00,51,45.586,534.544,39.887,25.316,66.325,11.809
90.02,47,44.547,549.375,46.207,23.605,89.486,17.337
100.02,42,40.991,524.720,33.176,19.407,54.950,10.266
110.00,40,55.974,637.956,40.963,24.217,62.911,11.053
120.02,38,60.098,620.311,44.435,26.332,66.985,12.937
130.02,38,73.347,629.348,28.033,20.200,36.803,6.051
140.02,34,75.072,683.537,33.028,18.822,56.556,9.826
150.02,30,73.161,608.397,34.657,25.204,48.550,7.845
160.00,29,37.871,655.705,32.905,25.862,40.509,5.662
170.00,28,70.994,630.826,30.556,25.030,37.878,4.208
180.02,26,89.140,605.993,45.514,39.544,53.993,4.692
