Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.752,608.709,47.710,30.071,68.288,11.854
10.00,100,23.608,641.392,32.474,12.949,61.380,12.465
20.00,94,25.746,520.007,28.888,9.271,65.251,13.716
30.00,80,20.610,478.486,38.362,10.820,89.175,19.699
40.00,68,27.739,600.173,30.949,21.374,46.810,6.798
50.00,60,31.530,581.440,39.008,18.292,73.316,14.679
60.00,42,40.220,514.928,32.326,17.621,53.186,10.611
70.00,41,37.685,642.215,38.628,20.118,67.141,14.318
80.00,40,25.143,526.614,42.153,21.001,79.446,17.946
90.00,39,51.875,627.797,38.471,16.303,72.338,15.323
100.00,36,63.137,471.646,33.203,13.328,63.273,14.631
110.00,35,45.477,471.605,40.430,8.373,94.454,21.416
120.00,30,87.132,646.302,38.805,25.537,62.582,9.098
130.00,28,64.613,306.630,103.103,1.509,242.787,77.993
140.00,27,58.731,607.037,38.736,23.586,66.988,12.891
150.00,24,50.024,458.886,36.833,12.514,67.334,16.778
160.02,21,34.744,637.957,55.311,15.446,119.812,32.553
170.00,21,81.564,774.394,41.192,15.753,74.171,18.114
180.02,21,53.335,470.382,30.699,15.636,53.017,10.723
