Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,42.624,580.688,43.700,25.225,63.140,13.517
10.00,139,20.285,669.047,45.413,7.169,107.471,24.761
20.00,137,22.183,771.108,52.364,6.202,135.588,30.842
30.00,114,26.844,622.222,34.945,6.388,79.346,19.574
40.00,76,39.414,547.726,43.772,16.819,94.061,20.065
50.00,76,31.554,636.764,39.463,19.837,76.285,13.940
60.00,74,23.792,698.340,38.681,17.930,76.834,13.366
70.00,60,26.628,559.042,43.152,9.294,96.709,22.795
80.00,59,30.544,636.506,31.400,17.910,56.784,9.864
90.00,56,19.649,371.567,31.039,12.283,67.031,14.061
100.00,54,31.760,591.571,32.366,21.203,54.283,7.754
110.00,49,28.490,570.184,37.445,28.131,54.142,6.209
120.00,45,55.908,611.193,30.912,11.357,58.534,13.109
130.00,45,31.540,630.704,45.515,12.938,103.831,24.258
140.00,42,29.418,633.154,36.031,19.316,60.568,11.571
150.00,41,71.789,882.703,31.633,11.176,69.297,13.779
160.00,40,58.273,560.960,35.521,15.346,67.663,13.345
170.00,37,34.574,625.064,32.907,17.204,57.685,11.505
180.00,36,50.078,823.877,35.558,17.365,67.970,13.631
