Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,44.863,592.142,50.378,31.499,74.201,13.076
10.00,127,19.348,591.737,47.694,10.004,113.502,25.797
20.00,119,17.858,374.729,52.551,14.546,126.475,27.196
30.02,119,15.834,359.167,45.773,18.247,102.004,20.368
40.00,119,24.420,651.249,61.654,17.639,146.705,31.457
50.00,115,21.494,521.339,64.988,9.322,170.377,37.506
60.00,107,26.475,748.996,40.931,15.290,88.419,17.743
70.02,82,26.626,627.758,40.264,20.059,78.848,14.552
80.03,81,28.414,575.430,49.846,16.010,112.656,23.920
90.00,76,36.176,532.117,44.956,19.647,85.164,18.509
100.00,47,26.559,628.686,42.811,27.984,65.452,11.558
110.02,46,44.171,736.297,38.450,26.042,61.358,9.616
120.00,44,28.916,787.979,36.451,17.342,71.890,15.987
130.00,43,52.119,331.627,43.591,25.090,76.534,12.678
140.00,43,66.475,588.633,44.073,16.783,97.052,19.027
150.00,40,25.942,429.284,38.778,18.992,69.239,12.882
160.02,38,27.950,671.333,36.233,14.822,66.661,15.700
170.02,38,45.021,346.468,39.609,16.767,79.680,16.257
180.02,37,62.297,755.898,38.603,20.254,62.084,13.341
