Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.005,600.578,47.353,29.179,69.398,13.821
10.00,35,40.162,543.513,57.563,13.919,115.081,27.734
20.00,11,26.138,607.673,62.944,16.909,150.271,39.726
30.00,0,0.000,0.000,0.000,0.000,0.000,0.000
40.00,0,0.000,0.000,0.000,0.000,0.000,0.000
50.00,0,0.000,0.000,0.000,0.000,0.000,0.000
60.00,0,0.000,0.000,0.000,0.000,0.000,0.000
70.00,0,0.000,0.000,0.000,0.000,0.000,0.000
80.02,0,0.000,0.000,0.000,0.000,0.000,0.000
90.02,0,0.000,0.000,0.000,0.000,0.000,0.000
100.00,0,0.000,0.000,0.000,0.000,0.000,0.000
110.00,0,0.000,0.000,0.000,0.000,0.000,0.000
120.02,0,0.000,0.000,0.000,0.000,0.000,0.000
130.00,0,0.000,0.000,0.000,0.000,0.000,0.000
140.00,0,0.000,0.000,0.000,0.000,0.000,0.000
150.02,0,0.000,0.000,0.000,0.000,0.000,0.000
160.00,0,0.000,0.000,0.000,0.000,0.000,0.000
170.00,0,0.000,0.000,0.000,0.000,0.000,0.000
180.02,0,0.000,0.000,0.000,0.000,0.000,0.000
