Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,44.237,419.814,45.113,30.872,61.808,9.804
10.00,150,21.650,460.433,60.138,21.028,128.839,27.106
20.02,150,23.524,783.592,60.825,21.131,131.368,23.651
30.00,150,22.895,511.948,63.907,16.671,148.914,29.830
40.02,150,26.157,701.079,89.809,14.482,249.748,47.210
50.00,150,24.259,570.081,69.947,24.051,147.423,31.232
60.02,150,26.003,436.955,77.766,28.470,167.861,32.088
70.02,150,24.524,563.605,68.067,24.602,143.033,26.856
80.02,150,22.130,734.597,100.147,19.349,270.252,57.889
90.00,150,23.079,462.989,97.453,15.046,255.258,52.129
100.02,150,20.554,833.679,62.157,17.086,139.283,28.909
110.02,150,22.198,365.641,87.319,14.835,218.583,48.352
120.02,150,20.582,587.523,62.308,20.416,127.100,25.960
130.00,150,23.179,713.194,75.655,14.864,191.617,40.093
140.02,150,19.276,232.568,60.260,26.847,130.659,21.527
150.02,150,27.928,583.872,56.942,22.174,124.188,23.216
160.02,150,24.043,908.366,65.074,18.316,161.471,32.025
170.02,150,24.864,754.905,72.851,16.391,172.134,38.936
180.02,150,26.009,655.888,55.555,20.477,112.337,21.600
