Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,47.129,505.405,48.516,33.169,64.551,11.408
10.00,149,17.069,517.726,40.145,12.621,97.941,20.943
20.14,149,21.457,425.680,47.742,12.625,110.766,24.660
30.02,149,19.418,364.386,60.813,24.360,147.427,24.581
40.02,149,17.211,511.945,81.164,9.042,211.242,47.184
50.02,149,20.585,346.945,61.969,23.792,142.261,24.161
60.00,149,19.691,883.177,67.365,11.080,174.969,32.450
70.02,149,18.247,549.989,158.996,10.354,417.256,88.727
80.02,144,21.257,320.771,74.901,13.209,214.087,37.967
90.02,144,16.376,296.504,51.053,20.098,104.969,17.387
100.02,144,17.950,1016.287,61.916,8.314,182.612,33.734
110.02,144,16.506,727.922,59.233,13.516,158.652,29.960
120.02,144,21.535,721.549,68.511,13.508,179.838,33.432
130.02,144,22.577,215.501,78.607,10.174,209.661,44.543
140.02,144,13.959,851.991,41.756,8.477,95.891,19.263
150.02,144,23.515,483.114,130.719,12.540,372.503,70.204
160.02,144,19.424,442.434,73.045,10.693,210.015,41.659
170.02,144,16.356,304.463,51.549,12.812,138.263,24.124
180.02,144,23.959,238.936,84.973,14.558,211.552,47.901
