Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,44.376,614.201,47.609,32.197,64.432,10.484
10.01,143,17.801,607.311,40.336,14.768,95.653,17.442
20.02,136,18.908,592.643,50.484,14.606,116.934,22.631
30.02,123,21.970,698.045,46.349,18.983,90.314,17.967
40.02,123,23.053,721.986,62.591,8.522,163.435,37.021
50.02,76,24.194,612.771,33.655,15.307,67.343,13.289
60.02,50,34.290,538.713,38.495,12.177,83.485,20.446
70.00,48,46.022,649.170,40.610,21.112,67.173,14.588
80.02,46,34.888,720.127,60.628,10.946,123.655,32.548
90.02,37,24.072,742.699,26.357,12.417,45.733,9.016
100.02,36,47.926,634.503,31.916,16.356,48.864,10.376
110.02,33,36.248,628.447,23.572,12.421,38.355,8.111
120.02,32,28.044,574.815,30.028,20.800,41.184,7.019
130.02,31,46.265,695.139,31.099,22.080,48.370,6.579
140.01,30,51.122,689.465,33.183,26.746,45.127,4.739
150.02,29,55.040,480.040,34.145,14.943,62.057,12.361
160.02,27,76.421,538.515,25.648,17.702,36.792,6.674
170.01,22,85.874,604.319,30.195,21.776,42.714,6.292
180.00,22,73.833,587.806,39.880,26.253,66.076,10.166
