Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,47.471,615.716,48.105,31.477,68.077,11.675
10.00,138,16.442,779.411,44.605,11.365,99.224,23.788
20.00,121,17.129,434.913,44.752,16.684,99.742,20.693
30.02,121,22.296,546.349,50.112,13.747,110.895,23.748
40.02,121,21.124,462.810,73.261,16.710,165.682,38.245
50.02,121,22.018,506.418,47.982,15.533,108.472,23.925
60.00,120,23.536,454.744,42.571,19.751,88.296,15.491
70.02,120,27.283,465.752,109.016,13.663,299.461,61.983
80.02,120,26.467,413.366,98.923,12.544,263.903,57.057
90.02,120,21.614,738.491,49.615,14.589,108.387,22.980
100.02,120,23.781,448.030,50.737,12.450,120.744,26.435
110.02,120,22.727,547.158,41.346,22.450,77.003,12.484
120.02,120,21.455,646.984,51.946,24.268,111.201,18.829
130.02,120,23.317,547.705,51.409,10.754,125.293,26.669
140.02,119,21.811,430.550,56.401,17.758,135.774,27.224
150.06,117,22.415,543.946,42.817,16.236,91.357,17.216
160.02,113,21.440,777.657,45.956,17.994,97.440,20.082
170.02,113,17.132,591.768,72.492,14.853,162.074,37.892
180.02,111,23.206,978.502,65.545,14.977,154.271,34.875
