Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,46.336,656.050,48.744,30.165,71.069,12.526
10.01,150,22.104,809.918,64.831,21.639,142.455,30.416
20.02,150,26.113,578.978,119.077,18.368,292.737,70.996
30.00,150,19.914,570.820,51.632,17.289,117.134,22.088
40.00,149,25.149,652.513,61.675,16.062,139.766,29.488
50.02,149,24.250,499.634,61.461,17.650,142.004,29.577
60.01,149,30.187,334.886,81.583,26.291,192.396,37.223
70.01,149,24.145,436.602,61.598,17.790,148.238,28.116
80.01,149,25.993,687.680,117.112,16.652,315.995,65.818
90.02,149,25.823,564.175,84.928,18.024,218.245,47.493
100.01,147,28.266,614.642,58.214,20.905,122.389,25.567
110.00,142,24.037,666.157,67.012,15.404,169.677,37.554
120.01,142,28.043,858.049,71.492,17.484,177.353,38.335
130.00,142,25.837,430.203,66.840,17.828,168.776,31.901
140.01,142,24.878,1216.844,68.639,21.016,163.502,30.178
150.01,142,27.488,772.321,84.238,18.523,192.044,43.430
160.00,142,19.885,661.933,70.664,25.781,167.419,29.000
170.01,142,16.815,248.937,48.936,17.067,104.352,20.962
180.03,142,22.006,740.781,57.591,21.395,129.840,25.053
