Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.729,643.306,40.621,27.086,56.084,9.389
10.00,150,22.740,353.487,102.278,15.761,269.291,52.257
20.00,150,20.479,476.177,57.617,17.790,129.975,26.553
30.02,150,23.863,786.347,82.556,21.776,210.568,39.829
40.00,150,23.488,471.215,69.274,13.721,165.097,37.414
50.02,150,23.311,606.066,54.794,11.676,126.775,27.759
60.02,150,22.785,315.839,78.713,17.344,178.926,44.858
70.00,150,23.248,1025.788,42.468,20.498,79.130,12.757
80.02,150,22.147,394.078,51.195,19.716,118.609,21.228
90.02,150,23.386,438.022,56.322,22.502,123.772,21.271
100.02,150,21.392,876.419,59.147,20.544,126.120,25.213
110.00,150,19.602,357.037,129.122,10.678,363.242,81.500
120.00,150,23.071,843.747,67.786,17.010,165.565,34.261
130.02,150,23.159,501.801,116.058,15.454,306.032,67.100
140.02,150,20.622,960.945,56.867,16.476,130.065,27.650
150.00,150,19.407,310.182,77.241,11.072,201.926,41.979
160.00,150,24.737,494.127,123.207,10.718,312.181,63.662
170.02,150,20.344,751.381,65.539,13.343,144.754,34.950
180.00,150,23.932,387.921,48.080,11.212,111.080,22.397
