Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,47.028,711.192,48.526,29.759,70.245,13.931
10.02,150,22.182,717.379,51.689,14.565,119.116,25.511
20.02,150,21.436,725.378,72.186,10.460,178.660,39.258
30.02,150,24.914,663.258,61.867,22.800,136.587,26.639
40.00,150,21.043,695.451,75.167,11.099,210.335,43.536
50.00,150,23.451,295.523,65.103,17.381,161.967,28.265
60.02,150,18.909,598.138,80.016,17.496,186.079,37.785
70.02,150,22.950,316.144,100.692,11.427,295.582,52.244
80.02,150,23.424,816.979,69.153,17.337,180.623,34.896
90.00,150,21.883,835.295,69.346,12.854,166.039,33.588
100.00,150,18.300,401.234,69.478,14.935,172.210,35.728
110.02,150,20.044,376.980,49.663,11.791,117.730,24.227
120.00,150,21.975,247.674,75.959,23.602,173.239,36.278
130.02,150,24.546,840.049,62.353,19.115,145.537,27.293
140.00,150,25.481,837.257,80.957,18.290,191.495,38.328
150.02,150,26.328,792.884,118.022,10.201,350.815,64.166
160.02,150,26.795,480.992,80.288,27.501,202.871,34.321
170.02,150,27.096,498.993,63.350,19.450,142.846,29.427
180.02,150,25.537,219.999,58.953,18.612,136.929,20.789
