Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.182,605.997,52.652,31.053,79.692,14.483
10.00,111,21.508,687.527,48.235,16.364,99.056,22.737
20.02,110,19.737,511.632,52.422,14.854,129.135,26.482
30.01,107,21.984,274.157,92.225,15.986,237.880,57.086
40.02,107,29.680,1082.788,65.318,13.201,149.195,30.240
50.02,107,25.899,502.443,56.242,11.369,158.912,27.135
60.02,107,19.098,1065.280,50.097,13.657,120.201,25.564
70.02,107,21.145,575.171,73.459,14.508,192.958,37.983
80.02,106,30.594,648.052,48.541,22.329,107.254,17.428
90.05,106,17.911,685.893,40.072,17.600,83.517,16.126
100.02,106,21.749,642.534,59.369,19.221,124.256,25.701
110.02,106,23.342,667.690,62.375,15.038,155.508,30.939
120.02,106,24.696,597.439,59.856,20.749,123.845,23.806
130.02,106,22.330,647.445,44.257,20.700,81.239,15.283
140.02,106,19.999,1020.581,60.868,15.083,142.542,32.212
150.02,106,21.720,526.899,42.958,19.097,92.022,15.392
160.02,106,17.728,491.682,60.009,28.222,111.291,19.845
170.02,106,15.570,746.692,69.902,13.545,177.312,39.939
180.01,106,23.595,552.957,55.599,17.719,140.550,25.047
