Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,48.941,723.038,51.719,30.666,78.828,15.999
10.02,150,24.221,471.278,53.868,19.193,115.439,22.159
20.00,150,19.292,405.985,70.282,18.469,176.082,32.898
30.02,150,21.003,1035.445,62.908,15.257,165.371,30.346
40.02,150,23.649,864.965,68.605,12.275,165.819,35.666
50.02,150,17.669,402.122,59.545,14.602,144.334,28.660
60.00,150,19.805,577.586,57.565,19.148,135.649,27.256
70.02,150,25.276,730.298,88.021,13.884,240.437,46.477
80.02,150,19.864,364.861,54.440,15.329,127.575,24.378
90.02,150,25.000,446.130,83.438,14.794,227.325,45.640
100.02,150,20.075,233.618,85.875,11.907,216.735,47.022
110.02,150,17.312,354.471,61.773,16.868,136.590,31.653
120.02,150,17.132,568.757,63.654,9.900,153.125,33.556
130.02,150,19.697,440.300,67.045,10.019,183.144,35.682
140.02,150,21.133,1038.133,70.355,11.865,176.810,34.347
150.02,150,18.840,413.194,107.979,7.866,298.309,62.261
160.02,150,18.035,575.655,72.782,8.458,206.018,44.112
170.01,150,25.604,451.428,82.629,6.484,234.827,45.028
180.01,150,20.109,324.973,65.870,19.659,161.340,26.540
