Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,50.174,611.025,52.709,32.141,75.762,13.778
10.00,140,16.550,640.722,50.046,16.087,114.565,23.958
20.00,133,22.345,612.002,58.097,9.355,166.901,36.706
30.00,107,21.003,626.142,43.742,17.813,97.853,18.056
40.00,89,24.862,642.388,41.055,18.329,81.919,17.292
50.00,85,33.368,625.072,44.325,19.735,89.820,15.965
60.00,81,29.065,632.747,42.439,19.742,78.183,16.644
70.00,76,16.408,540.059,32.906,13.770,69.149,14.008
80.00,72,27.192,775.891,39.047,14.759,73.496,16.230
90.02,70,39.891,569.189,32.497,15.177,56.939,10.324
100.00,57,41.606,479.369,44.673,12.397,104.294,23.198
110.00,55,25.479,505.702,35.777,17.431,66.966,12.580
120.02,55,26.241,509.584,33.373,17.248,60.668,11.181
130.00,54,35.309,515.456,52.381,23.889,101.169,20.764
140.00,42,47.297,529.518,40.404,12.822,87.128,18.370
150.00,42,44.697,525.624,60.464,24.794,111.369,23.305
160.00,35,39.868,686.902,25.137,15.083,37.859,6.761
170.00,34,32.693,607.895,32.755,22.981,47.194,7.234
180.00,34,60.805,684.941,26.069,14.171,43.996,8.334
