Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,44.851,600.325,51.218,29.354,79.007,16.326
10.01,140,16.500,465.046,50.080,10.940,119.581,26.141
20.01,130,24.278,734.420,44.319,15.292,104.380,20.941
30.01,128,24.037,632.858,56.907,11.448,164.457,32.015
40.01,128,25.233,498.689,55.688,14.063,133.530,27.459
50.04,128,22.469,417.722,49.807,11.437,122.011,26.004
60.01,128,19.468,785.767,63.720,6.510,170.747,38.996
70.01,128,22.302,453.477,48.410,20.092,105.859,19.070
80.01,128,29.475,742.900,64.591,21.588,146.203,31.656
90.01,128,21.682,707.843,56.285,14.849,121.694,27.416
100.01,128,26.344,206.987,87.927,23.956,215.410,42.177
110.01,128,22.444,484.117,53.140,21.207,113.734,21.558
120.01,128,26.077,461.165,49.175,18.486,102.964,17.314
130.01,128,21.436,384.674,45.355,17.973,97.864,17.151
140.01,128,25.499,936.989,66.017,14.289,163.507,33.365
150.01,128,24.270,974.696,59.035,19.316,122.086,26.998
160.01,128,26.731,616.909,61.627,25.275,139.556,25.473
170.01,128,23.814,936.493,80.518,17.453,204.377,40.827
180.01,128,22.577,362.625,67.704,20.744,133.623,32.204
