Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,44.317,562.802,42.558,25.426,60.461,12.396
10.02,150,24.475,461.536,69.961,14.037,174.377,40.422
20.01,150,24.060,420.937,63.299,16.089,151.627,32.006
30.01,150,19.287,650.174,52.033,17.726,126.253,24.955
40.01,150,19.345,654.916,62.934,17.372,145.902,30.813
50.02,150,26.893,732.124,46.381,17.803,99.634,19.199
60.01,150,19.960,967.484,59.737,13.595,152.341,28.633
70.01,150,19.683,413.508,62.821,15.267,150.042,31.883
80.02,150,19.543,536.768,74.172,14.128,176.327,39.937
90.01,150,17.110,517.530,61.949,11.299,170.454,34.395
100.00,150,21.541,1083.957,132.000,15.115,362.086,88.930
110.01,150,25.447,677.535,74.573,34.688,173.946,25.051
120.01,150,19.108,313.972,75.723,19.217,242.556,41.705
130.01,150,18.283,251.130,70.300,13.650,174.033,35.106
140.01,150,19.021,1110.805,87.728,14.709,262.341,45.472
150.01,150,21.521,541.100,68.329,16.864,168.497,36.206
160.01,150,16.996,943.765,51.723,12.388,124.114,26.178
170.03,150,21.425,406.044,57.054,19.423,125.247,26.068
180.03,150,24.962,778.974,55.357,19.742,126.035,25.350
