Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,43.992,583.132,42.575,30.383,53.719,7.785
10.00,136,22.018,680.504,44.646,17.500,89.449,19.882
20.00,132,20.247,629.717,52.847,10.568,141.262,29.292
30.00,119,19.516,727.209,41.384,15.485,82.029,17.449
40.00,109,16.178,545.176,40.573,11.631,98.031,20.857
50.02,108,24.635,482.707,45.069,5.932,136.667,26.825
60.00,96,26.736,541.843,55.812,13.394,134.311,29.624
70.00,90,29.477,552.091,41.201,11.356,98.330,19.799
80.00,87,16.185,672.620,31.512,10.777,67.400,14.117
90.00,84,17.837,479.977,48.793,11.093,117.485,22.259
100.00,69,29.465,645.399,44.272,7.472,117.443,22.996
110.00,63,28.982,681.335,32.170,16.398,58.530,12.808
120.00,58,37.771,624.296,41.975,17.036,85.241,18.528
130.02,54,32.471,656.624,37.667,17.170,64.722,13.725
140.02,51,35.928,610.272,50.726,11.862,132.117,27.246
150.02,50,31.573,522.151,54.127,30.415,104.248,15.353
160.02,50,41.103,586.209,34.005,22.245,52.815,8.229
170.02,44,51.989,618.182,45.435,15.547,92.478,20.444
180.02,40,27.008,456.611,38.172,27.442,60.870,8.012
