Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,43.396,560.660,44.349,26.932,65.054,11.702
10.00,121,18.349,591.893,29.114,9.035,69.779,15.705
20.00,114,18.823,633.226,32.708,9.952,68.441,15.300
30.00,94,16.143,696.918,31.059,13.249,63.930,13.565
40.02,78,15.450,344.288,33.100,10.622,64.914,14.990
50.00,69,30.979,536.667,39.606,11.768,81.743,19.386
60.00,69,29.039,609.111,30.824,10.697,63.126,14.456
70.02,41,32.880,688.255,23.141,10.679,38.718,9.655
80.00,33,80.012,657.670,32.830,11.817,55.617,13.000
90.00,29,60.174,686.592,27.651,13.069,45.320,10.008
100.02,22,61.449,524.458,15.176,8.044,24.970,5.820
110.00,22,55.361,495.072,33.014,10.155,66.992,17.766
120.02,20,73.367,731.313,36.254,19.983,59.215,12.317
130.02,18,53.675,666.685,22.316,9.353,36.289,8.562
140.00,18,90.019,360.091,26.331,21.234,33.039,3.948
150.02,18,50.267,833.783,37.725,24.050,55.564,12.194
160.02,18,54.196,520.288,19.657,9.725,33.719,7.851
170.02,17,129.239,722.688,14.399,10.417,19.566,3.840
180.02,14,151.454,557.987,44.197,31.990,66.310,8.581
