Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,48.321,632.062,50.827,34.335,72.447,12.160
10.00,123,24.322,664.712,42.773,17.180,87.796,17.642
20.02,98,24.504,500.269,42.777,6.123,113.814,24.207
30.02,95,30.012,517.184,41.335,7.706,120.751,20.615
40.02,93,26.082,508.984,51.746,13.235,115.454,24.645
50.02,85,23.705,623.179,46.166,19.086,96.154,19.685
60.02,78,33.589,578.459,63.507,13.796,160.297,39.332
70.02,73,28.649,513.724,34.425,17.143,69.700,11.140
80.02,70,26.172,561.700,39.626,16.540,77.392,16.492
90.02,63,36.493,627.428,44.407,10.996,96.831,21.942
100.02,50,22.904,599.603,44.740,17.039,91.259,20.027
110.02,48,31.596,550.605,52.550,13.677,130.053,28.113
120.02,46,50.567,685.353,38.181,25.167,63.662,10.148
130.02,38,49.202,488.677,27.556,12.623,58.220,10.660
140.02,36,50.953,646.765,34.217,24.594,47.092,7.199
150.02,34,45.552,676.351,35.091,10.758,77.460,17.080
160.02,30,80.536,665.238,25.429,13.090,43.197,9.297
170.02,27,60.612,610.985,26.225,18.789,39.497,6.557
180.01,26,40.161,395.331,47.441,19.604,91.324,17.933
