Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,43.846,574.314,43.050,27.643,62.707,11.292
10.00,144,13.720,521.169,39.279,17.267,81.805,15.743
20.00,133,18.012,689.613,38.715,6.655,92.246,23.732
30.00,115,13.262,466.697,28.875,10.776,65.266,15.164
40.00,110,18.481,569.583,35.112,12.579,80.890,16.223
50.00,110,14.470,567.114,38.852,7.915,101.235,22.579
60.00,102,13.189,624.480,30.857,6.507,72.372,16.779
70.00,97,19.778,704.306,38.671,15.577,73.931,16.263
80.00,86,28.761,606.622,41.596,18.992,81.032,15.849
90.00,69,21.781,653.516,27.362,14.970,49.851,8.585
100.02,67,18.720,620.023,34.380,14.955,66.858,15.106
110.02,54,27.826,679.608,35.750,12.154,73.362,15.949
120.00,34,42.225,531.834,33.377,14.585,55.011,11.860
130.02,33,66.679,702.759,23.242,11.332,41.541,8.146
140.02,33,40.889,520.374,28.088,15.130,47.757,9.562
150.02,32,38.921,469.395,44.652,12.864,99.857,21.968
160.00,32,47.790,844.454,27.542,13.564,50.830,10.574
170.02,32,61.576,668.114,39.265,12.866,90.934,18.156
180.02,32,38.064,549.715,19.758,8.601,34.512,7.963
