Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,48.022,563.029,44.982,28.078,65.807,11.610
10.00,143,18.020,541.008,29.879,11.063,60.573,12.499
20.02,135,12.419,454.604,27.808,8.178,68.041,13.995
30.02,112,16.857,570.555,37.156,9.091,91.337,19.582
40.00,110,13.536,582.055,34.025,10.323,81.678,17.025
50.00,81,27.995,559.578,42.678,10.745,92.976,23.267
60.02,78,19.416,635.881,48.276,11.451,98.139,23.731
70.02,71,20.308,557.599,26.982,11.951,55.485,10.714
80.02,68,28.108,767.521,49.361,18.053,105.689,20.506
90.02,45,43.453,564.441,40.661,10.984,76.513,20.030
100.02,32,25.547,613.046,27.424,12.235,47.901,11.766
110.02,30,22.849,579.806,35.754,12.401,76.545,17.893
120.02,27,52.143,457.243,47.524,10.835,97.807,25.438
130.02,26,26.173,451.555,35.747,20.171,59.323,10.417
140.02,26,56.320,752.541,27.903,12.114,44.858,11.186
150.02,17,52.438,640.900,28.904,6.464,61.292,18.876
160.02,16,20.167,389.159,38.090,15.572,64.383,15.460
170.02,15,95.185,586.214,42.036,24.865,70.825,16.913
180.02,15,107.364,572.686,22.979,6.539,50.444,12.363
