Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,49.071,589.498,49.689,33.351,69.640,12.325
10.02,133,16.330,549.744,35.577,10.574,75.468,16.461
20.02,122,24.899,671.194,36.460,5.997,83.666,21.137
30.02,102,13.610,617.815,25.979,8.508,51.819,12.631
40.02,80,34.303,671.048,33.789,16.569,67.263,13.492
50.02,79,16.182,597.679,35.001,9.470,74.850,19.728
60.02,74,32.588,499.935,25.680,14.500,47.688,7.196
70.02,72,23.133,545.013,32.542,13.625,65.754,12.626
80.02,51,26.147,562.172,16.072,6.876,30.745,6.045
90.02,47,31.050,599.767,24.985,8.358,52.606,12.549
100.02,37,18.124,623.110,16.366,4.265,32.483,9.286
110.02,30,38.993,452.519,10.135,4.774,19.509,4.359
120.02,30,68.122,585.748,18.670,5.885,33.417,8.129
130.02,23,76.168,570.777,19.766,11.560,32.617,7.314
140.01,18,97.451,587.552,44.367,23.146,69.712,13.970
150.02,11,115.014,631.300,24.246,24.246,24.246,0.000
160.02,10,48.952,766.358,26.287,18.170,35.047,7.083
170.02,10,137.225,547.277,33.048,33.048,33.048,0.000
180.01,10,150.129,744.216,11.837,11.837,11.837,0.000
