Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,45.425,620.520,54.149,30.266,81.576,16.280
10.02,131,28.232,664.064,48.081,19.039,98.169,20.377
20.00,113,26.803,532.166,60.737,17.891,132.319,28.265
30.02,97,32.114,708.864,48.168,21.320,99.122,19.476
40.02,88,33.792,640.361,44.791,25.281,76.298,15.294
50.02,71,37.923,522.473,50.260,23.339,97.270,18.688
60.02,57,53.124,561.965,35.416,17.932,63.641,12.185
70.02,43,49.023,608.715,35.926,23.029,55.150,9.727
80.02,29,44.125,552.496,33.201,22.509,47.568,8.931
90.02,28,48.669,507.900,22.864,15.190,36.226,5.906
100.02,19,93.961,552.621,30.435,27.157,33.918,2.764
110.02,18,104.778,571.895,33.201,24.602,42.574,5.943
120.02,16,95.951,607.650,47.988,38.099,58.918,7.034
130.02,13,140.849,627.893,34.802,34.802,34.802,0.000
140.02,11,139.738,401.411,50.129,22.128,74.257,18.365
150.02,11,119.970,640.158,26.079,21.722,32.439,4.599
160.02,11,125.064,485.113,32.245,22.916,38.815,4.819
170.02,10,186.919,670.570,34.337,20.534,59.114,12.635
180.02,10,104.343,545.642,36.323,20.950,53.003,12.299
