Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,42.995,612.680,49.070,25.436,80.965,15.699
10.02,115,26.346,647.317,43.602,21.430,79.981,15.205
20.00,102,26.317,712.571,46.226,22.814,89.968,17.089
30.00,80,27.493,525.799,57.951,22.451,125.823,25.725
40.02,78,30.233,609.746,41.750,27.638,71.672,10.855
50.00,73,40.227,509.788,50.420,22.737,109.234,21.184
60.00,60,36.735,533.511,44.403,24.104,77.811,16.014
70.02,57,25.963,539.265,50.295,19.699,103.901,23.528
80.02,54,33.140,597.289,41.635,17.984,80.540,16.720
90.02,52,43.745,625.701,40.484,25.112,64.507,12.920
100.02,38,45.555,659.579,38.892,18.256,70.011,14.240
110.00,38,29.719,523.865,41.079,20.726,78.598,16.544
120.02,35,36.461,735.304,36.692,22.411,59.009,10.024
130.00,34,43.552,490.353,32.685,18.911,62.299,11.247
140.02,26,69.295,576.576,35.031,21.757,55.702,11.657
150.00,25,87.023,732.334,23.797,17.586,30.527,4.980
160.02,22,106.833,623.318,44.297,41.473,48.656,2.206
170.00,18,82.413,526.803,49.637,45.502,56.066,3.351
180.02,16,71.377,565.330,32.628,28.763,35.713,2.924
