Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,43.288,627.112,50.622,27.252,83.368,17.191
10.00,136,18.686,645.761,39.387,11.265,97.842,18.701
20.00,124,14.715,646.110,34.856,8.576,89.799,18.756
30.02,99,29.053,640.461,40.002,13.764,79.700,17.005
40.00,97,18.798,432.498,35.850,7.524,77.515,19.151
50.02,93,22.761,684.735,41.650,14.667,84.501,17.219
60.02,88,26.587,567.578,37.236,14.473,81.575,14.551
70.00,85,29.522,576.906,47.523,22.022,99.225,17.853
80.02,84,20.996,622.433,84.426,5.380,253.511,52.599
90.00,74,26.715,627.302,38.356,14.949,71.868,15.348
100.02,72,30.717,473.624,46.473,24.919,87.903,16.028
110.00,67,37.757,594.090,30.935,11.378,75.074,14.098
120.00,64,40.280,742.102,46.487,22.204,81.997,16.429
130.02,54,32.919,521.285,38.719,11.231,91.845,19.485
140.00,48,32.993,678.601,34.460,20.814,56.214,10.334
150.02,43,32.237,620.748,40.421,13.967,76.764,17.974
160.02,42,47.269,645.838,27.559,14.489,44.425,8.732
170.00,40,34.946,607.248,60.403,17.414,110.264,29.714
180.00,26,43.593,520.865,28.886,16.579,45.549,9.759
