Time (s),Prey Population,Avg Nearest Neighbor Distance,Avg Prey-Predator Distance,Cluster Avg Dist,Cluster Min Dist,Cluster Max Dist,Cluster StdDev
0.00,150,48.259,553.733,55.173,30.033,84.945,17.098
10.02,143,23.201,567.292,44.235,17.740,92.488,17.889
20.00,99,22.948,585.424,53.613,18.469,112.926,25.742
30.00,92,31.351,693.255,44.999,17.043,97.303,20.290
40.00,74,29.248,638.090,45.482,21.740,80.465,17.607
50.00,65,31.544,618.412,42.521,17.310,85.469,18.486
60.02,56,30.099,620.054,39.591,26.849,59.974,9.861
70.00,54,51.117,591.266,50.787,19.592,100.521,23.462
80.00,46,41.023,585.694,44.798,21.851,82.533,17.023
90.00,42,38.037,621.644,46.274,30.687,70.519,11.786
100.02,39,50.340,565.734,62.193,11.714,135.267,35.214
110.02,33,48.412,664.743,29.269,18.487,46.821,10.441
120.00,31,73.399,778.029,42.653,29.250,62.452,9.030
130.02,29,73.979,683.139,35.502,24.170,51.569,7.882
140.02,27,52.083,586.781,25.923,18.897,37.407,5.631
150.00,26,72.224,538.951,37.815,32.165,46.552,4.247
160.02,23,62.817,515.852,44.535,28.271,64.737,12.356
170.00,22,86.173,550.362,38.180,28.259,55.899,10.027
180.00,22,73.618,551.058,34.113,18.652,56.478,10.773
